"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0071559","response to transforming growth factor beta","47/1070","325/21288",0.144615384615385,2.87717038102085,7.84510352936879,6.51929358588196e-11,3.26675874958012e-08,2.46048745480559e-08,"ENSG00000010810/ENSG00000064393/ENSG00000066468/ENSG00000081189/ENSG00000092969/ENSG00000095739/ENSG00000101311/ENSG00000101665/ENSG00000102804/ENSG00000105329/ENSG00000105855/ENSG00000105971/ENSG00000105974/ENSG00000107779/ENSG00000108821/ENSG00000110031/ENSG00000113083/ENSG00000120693/ENSG00000125398/ENSG00000125968/ENSG00000129757/ENSG00000134986/ENSG00000137801/ENSG00000137834/ENSG00000138336/ENSG00000138829/ENSG00000140443/ENSG00000142611/ENSG00000148677/ENSG00000163347/ENSG00000163815/ENSG00000164056/ENSG00000164105/ENSG00000164120/ENSG00000164442/ENSG00000166147/ENSG00000166484/ENSG00000168140/ENSG00000168675/ENSG00000168743/ENSG00000170345/ENSG00000171310/ENSG00000172572/ENSG00000185650/ENSG00000197415/ENSG00000197496/ENSG00000242265",47
"GO:0009612","response to mechanical stimulus","39/1070","239/21288",0.163179916317992,3.24651781175458,8.0347636391444,7.39508559133785e-11,3.39680931495452e-08,2.55844013791548e-08,"ENSG00000010810/ENSG00000018625/ENSG00000041982/ENSG00000064012/ENSG00000064666/ENSG00000085741/ENSG00000091879/ENSG00000100906/ENSG00000105220/ENSG00000108821/ENSG00000110492/ENSG00000111262/ENSG00000117394/ENSG00000121966/ENSG00000125398/ENSG00000131711/ENSG00000134294/ENSG00000135919/ENSG00000136155/ENSG00000136574/ENSG00000137801/ENSG00000137868/ENSG00000140443/ENSG00000146648/ENSG00000148180/ENSG00000148677/ENSG00000155657/ENSG00000158683/ENSG00000164171/ENSG00000164442/ENSG00000167552/ENSG00000169245/ENSG00000170345/ENSG00000171522/ENSG00000174469/ENSG00000176171/ENSG00000186862/ENSG00000198947/ENSG00000213199",39
"GO:0060840","artery development","26/1070","118/21288",0.220338983050847,4.38371614129574,8.47919299876642,1.39276386040234e-10,5.90531876810593e-08,4.44782240115533e-08,"ENSG00000004399/ENSG00000049192/ENSG00000057657/ENSG00000065534/ENSG00000074181/ENSG00000085741/ENSG00000092969/ENSG00000101384/ENSG00000101665/ENSG00000107779/ENSG00000110492/ENSG00000112715/ENSG00000113083/ENSG00000114315/ENSG00000123384/ENSG00000124766/ENSG00000125266/ENSG00000137834/ENSG00000137868/ENSG00000164120/ENSG00000164442/ENSG00000164683/ENSG00000168214/ENSG00000172638/ENSG00000183691/ENSG00000197496",26
"GO:0048568","embryonic organ development","60/1070","500/21288",0.12,2.38743925233645,7.22225216854233,3.76858314139757e-10,1.48374501967024e-07,1.11754074508812e-07,"ENSG00000005073/ENSG00000057657/ENSG00000064012/ENSG00000064393/ENSG00000066468/ENSG00000074219/ENSG00000077092/ENSG00000081189/ENSG00000085741/ENSG00000089847/ENSG00000091536/ENSG00000092969/ENSG00000100628/ENSG00000101144/ENSG00000105329/ENSG00000105996/ENSG00000107779/ENSG00000112320/ENSG00000112561/ENSG00000112715/ENSG00000114315/ENSG00000115738/ENSG00000116016/ENSG00000117318/ENSG00000124813/ENSG00000125398/ENSG00000125629/ENSG00000129757/ENSG00000132688/ENSG00000133216/ENSG00000135111/ENSG00000135766/ENSG00000136574/ENSG00000136720/ENSG00000137561/ENSG00000137868/ENSG00000138829/ENSG00000144749/ENSG00000146648/ENSG00000148926/ENSG00000149922/ENSG00000152661/ENSG00000164442/ENSG00000164683/ENSG00000165730/ENSG00000166147/ENSG00000166831/ENSG00000168214/ENSG00000168621/ENSG00000169429/ENSG00000170421/ENSG00000171310/ENSG00000171345/ENSG00000176842/ENSG00000179348/ENSG00000180806/ENSG00000183691/ENSG00000184557/ENSG00000185650/ENSG00000186862",60
"GO:0003007","heart morphogenesis","41/1070","276/21288",0.148550724637681,2.95546525802519,7.52230558579576,4.73772335098488e-10,1.72335624748099e-07,1.29801333741979e-07,"ENSG00000004399/ENSG00000019549/ENSG00000066468/ENSG00000074219/ENSG00000081189/ENSG00000085741/ENSG00000092969/ENSG00000096696/ENSG00000100628/ENSG00000101144/ENSG00000101384/ENSG00000101665/ENSG00000105329/ENSG00000105877/ENSG00000107779/ENSG00000112715/ENSG00000114315/ENSG00000124766/ENSG00000125398/ENSG00000130700/ENSG00000135111/ENSG00000135766/ENSG00000136574/ENSG00000137193/ENSG00000137834/ENSG00000145147/ENSG00000148677/ENSG00000149922/ENSG00000152661/ENSG00000154734/ENSG00000155657/ENSG00000157240/ENSG00000162496/ENSG00000164056/ENSG00000164442/ENSG00000164683/ENSG00000164741/ENSG00000166292/ENSG00000168214/ENSG00000174021/ENSG00000183691",41
"GO:0014706","striated muscle tissue development","41/1070","277/21288",0.148014440433213,2.94479570835723,7.49498095164801,5.29744711219227e-10,1.72335624748099e-07,1.29801333741979e-07,"ENSG00000006283/ENSG00000017427/ENSG00000064655/ENSG00000066468/ENSG00000077092/ENSG00000078114/ENSG00000081189/ENSG00000092969/ENSG00000096696/ENSG00000100628/ENSG00000101144/ENSG00000101665/ENSG00000105329/ENSG00000107779/ENSG00000112715/ENSG00000113083/ENSG00000115738/ENSG00000117152/ENSG00000124006/ENSG00000125266/ENSG00000130700/ENSG00000131018/ENSG00000135111/ENSG00000135766/ENSG00000136383/ENSG00000136574/ENSG00000137193/ENSG00000148677/ENSG00000149256/ENSG00000149596/ENSG00000152661/ENSG00000155657/ENSG00000163110/ENSG00000164442/ENSG00000164683/ENSG00000168214/ENSG00000177508/ENSG00000178127/ENSG00000181744/ENSG00000183691/ENSG00000185532",41
"GO:0003205","cardiac chamber development","31/1070","172/21288",0.180232558139535,3.58578569876114,7.83305090234946,5.31514082133106e-10,1.72335624748099e-07,1.29801333741979e-07,"ENSG00000004399/ENSG00000049192/ENSG00000057657/ENSG00000066468/ENSG00000081189/ENSG00000085741/ENSG00000092969/ENSG00000096696/ENSG00000101115/ENSG00000101144/ENSG00000101384/ENSG00000101665/ENSG00000105329/ENSG00000105877/ENSG00000107779/ENSG00000114315/ENSG00000124766/ENSG00000135111/ENSG00000135766/ENSG00000136574/ENSG00000137834/ENSG00000137868/ENSG00000140443/ENSG00000145147/ENSG00000154734/ENSG00000157240/ENSG00000162496/ENSG00000164442/ENSG00000164683/ENSG00000168214/ENSG00000183691",31
"GO:0048738","cardiac muscle tissue development","39/1070","258/21288",0.151162790697674,3.00743316670289,7.46296379469268,7.50080120982944e-10,2.29691201492111e-07,1.73000935506242e-07,"ENSG00000006283/ENSG00000017427/ENSG00000066468/ENSG00000077092/ENSG00000078114/ENSG00000081189/ENSG00000092969/ENSG00000096696/ENSG00000100628/ENSG00000101144/ENSG00000101665/ENSG00000105329/ENSG00000107779/ENSG00000112715/ENSG00000115738/ENSG00000117152/ENSG00000124006/ENSG00000125266/ENSG00000130700/ENSG00000131018/ENSG00000135111/ENSG00000135766/ENSG00000136383/ENSG00000136574/ENSG00000137193/ENSG00000148677/ENSG00000149256/ENSG00000149596/ENSG00000152661/ENSG00000155657/ENSG00000163110/ENSG00000164442/ENSG00000164683/ENSG00000168214/ENSG00000177508/ENSG00000178127/ENSG00000181744/ENSG00000183691/ENSG00000185532",39
"GO:0003281","ventricular septum development","20/1070","77/21288",0.25974025974026,5.16761742929967,8.42815781455448,8.50638880608332e-10,2.34338559511458e-07,1.76501275439843e-07,"ENSG00000057657/ENSG00000066468/ENSG00000085741/ENSG00000092969/ENSG00000101115/ENSG00000101665/ENSG00000107779/ENSG00000114315/ENSG00000124766/ENSG00000135111/ENSG00000135766/ENSG00000136574/ENSG00000137834/ENSG00000137868/ENSG00000145147/ENSG00000157240/ENSG00000164442/ENSG00000164683/ENSG00000168214/ENSG00000183691",20
"GO:0048844","artery morphogenesis","21/1070","85/21288",0.247058823529412,4.91531610775151,8.32065777618041,8.81426625961844e-10,2.34338559511458e-07,1.76501275439843e-07,"ENSG00000057657/ENSG00000065534/ENSG00000074181/ENSG00000085741/ENSG00000092969/ENSG00000101384/ENSG00000101665/ENSG00000107779/ENSG00000110492/ENSG00000112715/ENSG00000114315/ENSG00000123384/ENSG00000124766/ENSG00000125266/ENSG00000137868/ENSG00000164120/ENSG00000164442/ENSG00000164683/ENSG00000168214/ENSG00000172638/ENSG00000183691",21
"GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","55/1070","448/21288",0.122767857142857,2.44250667556742,7.09885007510236,8.92799301476891e-10,2.34338559511458e-07,1.76501275439843e-07,"ENSG00000064195/ENSG00000064393/ENSG00000090539/ENSG00000092969/ENSG00000095739/ENSG00000101144/ENSG00000101311/ENSG00000101665/ENSG00000101938/ENSG00000102804/ENSG00000105329/ENSG00000105855/ENSG00000105971/ENSG00000107779/ENSG00000110031/ENSG00000113083/ENSG00000114315/ENSG00000120693/ENSG00000120738/ENSG00000123384/ENSG00000124813/ENSG00000125968/ENSG00000129757/ENSG00000134363/ENSG00000134986/ENSG00000135414/ENSG00000136574/ENSG00000137801/ENSG00000137834/ENSG00000138336/ENSG00000138829/ENSG00000142611/ENSG00000146197/ENSG00000157240/ENSG00000163083/ENSG00000164056/ENSG00000164105/ENSG00000164120/ENSG00000164442/ENSG00000166147/ENSG00000166292/ENSG00000166831/ENSG00000168140/ENSG00000168214/ENSG00000168675/ENSG00000168743/ENSG00000168874/ENSG00000170345/ENSG00000171310/ENSG00000182175/ENSG00000183691/ENSG00000197415/ENSG00000197496/ENSG00000242265/ENSG00000251493",55
"GO:0042692","muscle cell differentiation","56/1070","462/21288",0.121212121212121,2.41155480033985,7.05660522382684,1.00923203445698e-09,2.52858498814857e-07,1.90450293966427e-07,"ENSG00000003137/ENSG00000017427/ENSG00000033800/ENSG00000043039/ENSG00000064309/ENSG00000066468/ENSG00000069667/ENSG00000077092/ENSG00000078114/ENSG00000081189/ENSG00000100628/ENSG00000100968/ENSG00000101680/ENSG00000105048/ENSG00000105329/ENSG00000105971/ENSG00000107779/ENSG00000112531/ENSG00000112715/ENSG00000113083/ENSG00000114315/ENSG00000115461/ENSG00000115738/ENSG00000117152/ENSG00000123095/ENSG00000124006/ENSG00000125266/ENSG00000125398/ENSG00000129152/ENSG00000131018/ENSG00000132429/ENSG00000134243/ENSG00000135111/ENSG00000136383/ENSG00000136574/ENSG00000148677/ENSG00000148848/ENSG00000148926/ENSG00000155657/ENSG00000163110/ENSG00000164683/ENSG00000164850/ENSG00000166106/ENSG00000166831/ENSG00000167080/ENSG00000168743/ENSG00000169245/ENSG00000170421/ENSG00000171345/ENSG00000172638/ENSG00000175183/ENSG00000177508/ENSG00000185532/ENSG00000187957/ENSG00000196091/ENSG00000198947",56
"GO:0060412","ventricular septum morphogenesis","15/1070","43/21288",0.348837209302326,6.94023038469898,8.96993243520247,1.20470389321483e-09,2.88709906930441e-07,2.17453187864498e-07,"ENSG00000066468/ENSG00000085741/ENSG00000092969/ENSG00000101665/ENSG00000107779/ENSG00000114315/ENSG00000124766/ENSG00000135111/ENSG00000135766/ENSG00000145147/ENSG00000157240/ENSG00000164442/ENSG00000164683/ENSG00000168214/ENSG00000183691",15
"GO:0010975","regulation of neuron projection development","58/1070","491/21288",0.118126272912424,2.35016083902773,6.96315287635884,1.35297905504795e-09,3.10734189642679e-07,2.34041640048645e-07,"ENSG00000004399/ENSG00000010810/ENSG00000058866/ENSG00000066032/ENSG00000068971/ENSG00000091129/ENSG00000091409/ENSG00000095539/ENSG00000100968/ENSG00000101144/ENSG00000105711/ENSG00000108061/ENSG00000108947/ENSG00000110492/ENSG00000112715/ENSG00000114315/ENSG00000115414/ENSG00000124006/ENSG00000124126/ENSG00000124839/ENSG00000125266/ENSG00000131018/ENSG00000131711/ENSG00000133216/ENSG00000134569/ENSG00000135333/ENSG00000136826/ENSG00000140443/ENSG00000143320/ENSG00000145147/ENSG00000146426/ENSG00000147852/ENSG00000148053/ENSG00000149922/ENSG00000152377/ENSG00000157240/ENSG00000160469/ENSG00000162490/ENSG00000162631/ENSG00000162946/ENSG00000163110/ENSG00000167680/ENSG00000169330/ENSG00000169439/ENSG00000169760/ENSG00000171617/ENSG00000174672/ENSG00000182175/ENSG00000183049/ENSG00000184349/ENSG00000184486/ENSG00000185133/ENSG00000186868/ENSG00000187164/ENSG00000198576/ENSG00000198753/ENSG00000198910/ENSG00000213420",58
"GO:0141091","transforming growth factor beta receptor superfamily signaling pathway","52/1070","417/21288",0.124700239808153,2.48095206078128,7.02615007180732,1.4924190219917e-09,3.2904854596873e-07,2.47835815694116e-07,"ENSG00000064195/ENSG00000064393/ENSG00000090539/ENSG00000092969/ENSG00000095739/ENSG00000101144/ENSG00000101311/ENSG00000101665/ENSG00000101938/ENSG00000102804/ENSG00000105329/ENSG00000105855/ENSG00000105971/ENSG00000107779/ENSG00000110031/ENSG00000113083/ENSG00000114315/ENSG00000120693/ENSG00000120738/ENSG00000124813/ENSG00000125968/ENSG00000129757/ENSG00000134363/ENSG00000134986/ENSG00000136574/ENSG00000137801/ENSG00000137834/ENSG00000138336/ENSG00000138829/ENSG00000142611/ENSG00000146197/ENSG00000157240/ENSG00000163083/ENSG00000164056/ENSG00000164105/ENSG00000164120/ENSG00000164442/ENSG00000166147/ENSG00000166292/ENSG00000166831/ENSG00000168140/ENSG00000168214/ENSG00000168675/ENSG00000168743/ENSG00000170345/ENSG00000171310/ENSG00000182175/ENSG00000183691/ENSG00000197415/ENSG00000197496/ENSG00000242265/ENSG00000251493",52
"GO:0006936","muscle contraction","48/1070","375/21288",0.128,2.54660186915888,6.95129978765618,2.7124316541793e-09,5.75035510686011e-07,4.33110544294864e-07,"ENSG00000006283/ENSG00000018625/ENSG00000034152/ENSG00000055118/ENSG00000065534/ENSG00000072954/ENSG00000074800/ENSG00000080709/ENSG00000081181/ENSG00000096696/ENSG00000100678/ENSG00000101665/ENSG00000105048/ENSG00000105711/ENSG00000105974/ENSG00000111262/ENSG00000121966/ENSG00000123358/ENSG00000127129/ENSG00000130234/ENSG00000130821/ENSG00000133019/ENSG00000134755/ENSG00000134769/ENSG00000135111/ENSG00000136574/ENSG00000143153/ENSG00000145349/ENSG00000148180/ENSG00000149925/ENSG00000150594/ENSG00000152661/ENSG00000155657/ENSG00000159167/ENSG00000162989/ENSG00000163399/ENSG00000163485/ENSG00000164171/ENSG00000164850/ENSG00000165995/ENSG00000167460/ENSG00000168621/ENSG00000168743/ENSG00000169403/ENSG00000173511/ENSG00000180616/ENSG00000185532/ENSG00000198947",48
"GO:0001890","placenta development","28/1070","156/21288",0.17948717948718,3.57095614665708,7.41424084925225,3.98275433372182e-09,8.13071921758322e-07,6.1239700164518e-07,"ENSG00000057657/ENSG00000064012/ENSG00000064195/ENSG00000066468/ENSG00000101144/ENSG00000105855/ENSG00000111424/ENSG00000112561/ENSG00000114315/ENSG00000116016/ENSG00000121454/ENSG00000129757/ENSG00000135766/ENSG00000136720/ENSG00000137561/ENSG00000143845/ENSG00000146648/ENSG00000148926/ENSG00000159167/ENSG00000164442/ENSG00000164683/ENSG00000168214/ENSG00000170421/ENSG00000170965/ENSG00000171345/ENSG00000179348/ENSG00000184557/ENSG00000185650",28
"GO:0001892","embryonic placenta development","21/1070","92/21288",0.228260869565217,4.54132466477042,7.83091888241978,4.14977016205185e-09,8.1691189761535e-07,6.15289230042575e-07,"ENSG00000057657/ENSG00000064012/ENSG00000066468/ENSG00000101144/ENSG00000112561/ENSG00000114315/ENSG00000116016/ENSG00000129757/ENSG00000135766/ENSG00000136720/ENSG00000137561/ENSG00000146648/ENSG00000148926/ENSG00000164442/ENSG00000164683/ENSG00000168214/ENSG00000170421/ENSG00000171345/ENSG00000179348/ENSG00000184557/ENSG00000185650",21
"GO:0050767","regulation of neurogenesis","52/1070","430/21288",0.12093023255814,2.40594653336231,6.77558385169981,4.35154155534937e-09,8.26940555329878e-07,6.22842706863692e-07,"ENSG00000004399/ENSG00000005513/ENSG00000064309/ENSG00000069812/ENSG00000078725/ENSG00000095539/ENSG00000100968/ENSG00000101144/ENSG00000105329/ENSG00000107779/ENSG00000107954/ENSG00000108947/ENSG00000110492/ENSG00000112531/ENSG00000112715/ENSG00000114315/ENSG00000115414/ENSG00000115738/ENSG00000121966/ENSG00000123095/ENSG00000124006/ENSG00000131711/ENSG00000132872/ENSG00000133216/ENSG00000133794/ENSG00000134107/ENSG00000134569/ENSG00000135333/ENSG00000135919/ENSG00000143320/ENSG00000145147/ENSG00000146122/ENSG00000146426/ENSG00000146648/ENSG00000148053/ENSG00000149256/ENSG00000162490/ENSG00000162946/ENSG00000164683/ENSG00000164850/ENSG00000167680/ENSG00000179348/ENSG00000182175/ENSG00000183691/ENSG00000184349/ENSG00000186868/ENSG00000187164/ENSG00000197747/ENSG00000198753/ENSG00000198910/ENSG00000198959/ENSG00000244405",52
